x,y
0.0,0.0
-1.0871522033141743,0.7402040758835582
-2.2089592818315595,1.4376787587298923
-3.3334581917139867,2.1336090890536443
-4.428685889123286,2.8691801073694565
-5.46326527751544,3.68459192191404
-6.422481988509733,4.592035878070868
-7.310273791509527,5.5723505140011955
-8.134144518841728,6.60414907461705
-8.922224197946134,7.66149791628936
-9.712532502623048,8.716283324610908
-10.529439482548273,9.750829898236548
-11.344973324209958,10.78736039873218
-12.11887655070607,11.857224497570314
-12.817810299578468,12.978337104498562
-13.417052972888486,14.152092889540514
-13.916560850691031,15.371362161568811
-14.368551038307075,16.61275693827974
-14.817075260217813,17.856090328910202
-15.232141893552985,19.107474693278093
-15.563384758096687,20.380483706828738
-15.809113937859827,21.675867123155697
-16.012427192957986,22.982574282735527
-16.200906272523195,24.291685484582214
-16.345208147999127,25.602795951195006
-16.404453085950397,26.917251589100115
-16.36887001888944,28.235056094522907
-16.290590039994413,29.553542579552346
-16.21349943883352,30.870608545423583
-16.137384928321683,32.186645080816014
-16.05430850019255,33.502429467948005
-15.956865940950301,34.817711092266386
-15.838141705612152,36.13129833939057
-15.69324573369247,37.442203459502316
-15.53669492478313,38.75174505837051
-15.393881870668912,40.06253424020412
-15.282052497903479,41.376351945332374
-15.189781513639238,42.69205040613964
-15.099431873967072,44.00784733702771
-14.997313931628783,45.3224292023607
-14.885247531891968,46.63632420542095
-14.76877157553012,47.95049699627897
-14.644186392388407,49.26427983039108
-14.490649189000095,50.573975886272784
-14.286680661284326,51.87576990396494
-14.036517042182192,53.170265135785364
-13.76880285804716,54.46225873223915
-13.512916217274473,55.75667091691639
-13.286116534225396,57.056183469858034
-13.087807967388931,58.36018012742021
-12.915962380890054,59.66778006691747
-12.767668106204507,60.97809214047279
-12.635220186106432,62.29016918459486
-12.509295824834636,63.60304512931191
-12.38088628669453,64.91575760509235
-12.2425579636705,66.22736280088134
-12.08736809953881,67.53692268894034
-11.908933078746903,68.8435696684066
-11.71416874174531,70.14811171300167
-11.5235411937222,71.4530639699735
-11.357980114450639,72.76100074409034
-11.2245726192565,74.07282390402173
-11.105343433175376,75.38640732124753
-10.97969367857528,76.69930786340855
-10.834341321094996,78.00995585108704
-10.674711498547172,79.31901478575446
-10.509176398863175,80.62749997491385
-10.343258534208436,81.93602875152898
-10.169016554934998,83.24333813843648
-9.97453660825435,84.547610374267
-9.74958157304883,85.84727569932453
-9.504462250053242,87.14380349346273
-9.263262009419357,88.44070016785713
-9.05031809356802,89.74150968265097
-8.886432607249256,91.04926857687272
-8.758965504621708,92.36221322194429
-8.636854656370007,93.6759357488073
-8.488848357543331,94.98600108094041
-8.294251356501444,96.28950445349653
-8.06706003625847,97.58857015939583
-7.8283865502700785,98.88635402613339
-7.599070066200294,100.18596233161905
-7.391932445467642,101.48904613443672
-7.21067382645053,102.79560081141801
-7.058499324471798,104.10553188787893
-6.9378561693348075,105.41868166678063
-6.837079877119465,106.73371526040086
-6.7320239889032685,108.04825654215918
-6.600513474183503,109.36013073026731
-6.442573290389786,110.66935592001552
-6.270232299886042,111.97713593202248
-6.094880851717887,113.28459269132676
-5.916598767370352,114.59144931923643
-5.7267610262325475,115.89635238554314
-5.516700843741842,117.19794998403867
-5.285597950529581,118.49614893199508
-5.043294118961507,119.79256643173393
-4.800392912823064,121.08894189074974
-4.56748890441901,122.38701323402445
-4.350699260146985,123.68778015318942
-4.144428843369621,124.99031121884468
-3.9411910208918917,126.29336313220199
-3.733499159518775,127.5956925944731
-3.515397795573898,128.8963089305269
-3.290806387742579,130.19585070286405
-3.067563214206982,131.4956030297719
-2.853516442149953,132.79685266109823
-2.656464818444427,134.10087803940567
-2.476885696686018,135.40772692088487
-2.3002515764113314,136.71492482740564
-2.1101960428221553,138.01968816934405
-1.890901254577659,139.31933079958435
-1.640631862336003,140.61366802878527
-1.372600630005129,141.90517038474357
-1.100742212344627,143.19643662394486
-0.8377528651569227,144.48972335485132
-0.5913340922519942,145.7859072231016
-0.3679283350602502,147.08551701736766
-0.173960150950643,148.3890798208353
-0.007095124201036272,149.69628743278167
0.15785388194942557,151.0046523433405
0.3497291713386466,152.31131832014273
0.5939612251499116,153.6110128473152
0.9091410873060684,154.89361965797448
1.3130419601919916,156.14844485495547
1.8091335456721893,157.37025701828605
2.3541284690399964,158.5718390410354
2.9279897602839706,159.7590918216034
